302.0	1827.0
303.0	2316.0
305.0	2817.0
306.0	2834.0
307.0	2388.0
308.0	1839.0
309.0	2343.0
311.0	2839.0
312.0	2850.0
313.0	2402.0
314.0	1849.0
315.0	2370.0
317.0	2861.0
318.0	2866.0
319.0	2416.0
320.0	1860.0
321.0	2398.0
323.0	2879.0
324.0	2428.0
325.0	1868.0
326.0	2422.0
328.0	2898.0
329.0	2894.0
330.0	2441.0
331.0	1878.0
332.0	2450.0
334.0	2918.0
335.0	2908.0
336.0	2454.0
337.0	1886.0
338.0	2479.0
340.0	2937.0
341.0	2922.0
342.0	2466.0
343.0	1895.0
344.0	2507.0
346.0	2955.0
347.0	2935.0
348.0	2477.0
349.0	1902.0
350.0	2536.0
352.0	2972.0
353.0	2948.0
354.0	2488.0
355.0	1909.0
358.0	2988.0
359.0	2960.0
360.0	2498.0
361.0	1914.0
362.0	2595.0
1.0	2185.0
1.0	2342.0
2.0	1952.0
3.0	1610.0
4.0	1655.0
6.0	2169.0
7.0	2330.0
8.0	1948.0
9.0	1599.0
10.0	1651.0
12.0	2152.0
13.0	2320.0
14.0	1945.0
15.0	1589.0
16.0	1647.0
18.0	2136.0
19.0	2311.0
20.0	1942.0
21.0	1580.0
22.0	1645.0
24.0	2123.0
25.0	2304.0
26.0	1939.0
27.0	1572.0
28.0	1643.0
30.0	2111.0
31.0	2297.0
32.0	1937.0
33.0	1565.0
34.0	1643.0
36.0	2102.0
37.0	2292.0
38.0	1936.0
39.0	1558.0
40.0	1643.0
42.0	2094.0
43.0	2288.0
44.0	1935.0
45.0	1552.0
46.0	1644.0
48.0	2088.0
49.0	2285.0
50.0	1935.0
51.0	1547.0
52.0	1646.0
55.0	2083.0
56.0	2284.0
57.0	1935.0
58.0	1542.0
59.0	1650.0
61.0	2081.0
62.0	2283.0
63.0	1936.0
64.0	1539.0
65.0	1654.0
68.0	2080.0
69.0	2285.0
70.0	1938.0
71.0	1536.0
72.0	1659.0
74.0	2081.0
75.0	2287.0
76.0	1941.0
77.0	1534.0
80.0	2084.0
81.0	2290.0
82.0	1944.0
83.0	1533.0
84.0	1671.0
86.0	2089.0
87.0	2294.0
88.0	1947.0
89.0	1532.0
90.0	1678.0
91.0	1949.0
92.0	1532.0
93.0	1682.0
96.0	2099.0
97.0	2303.0
98.0	1955.0
99.0	1533.0
100.0	1691.0
103.0	2109.0
104.0	2311.0
105.0	1961.0
106.0	1535.0
107.0	1702.0
110.0	2120.0
111.0	2320.0
112.0	1968.0
113.0	1537.0
114.0	1713.0
116.0	2131.0
117.0	2329.0
118.0	1974.0
119.0	1540.0
120.0	1724.0
123.0	2146.0
124.0	2340.0
125.0	1983.0
126.0	1544.0
127.0	1737.0
130.0	2162.0
131.0	2352.0
132.0	1992.0
133.0	1549.0
134.0	1750.0
136.0	2177.0
137.0	2364.0
138.0	2000.0
139.0	1554.0
140.0	1763.0
143.0	2196.0
144.0	2378.0
145.0	2011.0
146.0	1561.0
147.0	1778.0
150.0	2216.0
151.0	2393.0
152.0	2022.0
153.0	1568.0
154.0	1795.0
156.0	2234.0
157.0	2407.0
158.0	2033.0
159.0	1574.0
160.0	1809.0
162.0	2253.0
163.0	2421.0
164.0	2043.0
165.0	1581.0
166.0	1824.0
168.0	2273.0
169.0	2435.0
170.0	2055.0
171.0	1589.0
172.0	1840.0
175.0	2297.0
176.0	2453.0
177.0	2068.0
178.0	1598.0
179.0	1859.0
182.0	2322.0
183.0	2472.0
184.0	2083.0
185.0	1608.0
186.0	1879.0
188.0	2344.0
189.0	2488.0
190.0	2096.0
191.0	1618.0
192.0	1896.0
195.0	2371.0
196.0	2508.0
197.0	2111.0
198.0	1629.0
199.0	1630.0
200.0	1921.0
203.0	2402.0
204.0	2531.0
205.0	2129.0
206.0	1642.0
207.0	1943.0
209.0	2426.0
210.0	2548.0
211.0	2143.0
212.0	1652.0
