1032	1827
1033	2316
1034	521
1035	2817
1036	2834
1037	2388
1038	1839
1039	2343
1040	530
1041	2839
1042	2850
1043	2402
1044	1849
1045	2370
1046	540
1047	2861
1048	2866
1049	2416
1050	1860
1051	2398
1052	551
1053	2879
1054	2428
1055	1868
1056	2422
1057	560
1058	2898
1059	2894
1060	2441
1061	1878
1062	2450
1063	570
1064	2918
1065	2908
1066	2454
1067	1886
1068	2479
1069	582
1070	2937
1071	2922
1072	2466
1073	1895
1074	2507
1075	593
1076	2955
1077	2935
1078	2477
1079	1902
1080	2536
1081	605
1082	2972
1083	2948
1084	2488
1085	1909
1086	615
1087	1064
1088	2988
1089	2960
1090	2498
1091	1914
1092	2595
1093	629
1094	1049
1095	2185
1096	2342
1097	1952
1098	1610
1099	1655
1100	494
1101	2169
1102	2330
1103	1948
1104	1599
1105	1651
1106	480
1107	2152
1108	2320
1109	1945
1110	1589
1111	1647
1112	466
1113	2136
1114	2311
1115	1942
1116	1580
1117	1645
1118	454
1119	2123
1120	2304
1121	1939
1122	1572
1123	1643
1124	442
1125	2111
1126	2297
1127	1937
1128	1565
1129	1643
1130	432
1131	2102
1132	2292
1133	1936
1134	1558
1135	1643
1136	422
1137	2094
1138	2288
1139	1935
1140	1552
1141	1644
1142	413
1143	2088
1144	2285
1145	1935
1146	1547
1147	1646
1148	405
1149	646
1150	2083
1151	2284
1152	1935
1153	1542
1154	1650
1155	397
1156	2081
1157	2283
1158	1936
1159	1539
1160	1654
1161	391
1162	629
1163	2080
1164	2285
1165	1938
1166	1536
1167	1659
1168	384
1169	2081
1170	2287
1171	1941
1172	1534
1173	380
1174	618
1175	2084
1176	2290
1177	1944
1178	1533
1179	1671
1180	376
1181	2089
1182	2294
1183	1947
1184	1532
1185	1678
1186	1949
1187	1532
1188	1682
1189	371
1190	612
1191	2099
1192	2303
1193	1955
1194	1533
1195	1691
1196	368
1197	612
1198	2109
1199	2311
1200	1961
1201	1535
1202	1702
1203	366
1204	614
1205	2120
1206	2320
1207	1968
1208	1537
1209	1713
1210	364
1211	2131
1212	2329
1213	1974
1214	1540
1215	1724
1216	364
1217	621
1218	2146
1219	2340
1220	1983
1221	1544
1222	1737
1223	364
1224	628
1225	2162
1226	2352
1227	1992
1228	1549
1229	1750
1230	364
1231	2177
1232	2364
1233	2000
1234	1554
1235	1763
1236	365
1237	645
1238	2196
1239	2378
1240	2011
1241	1561
1242	1778
1243	367
1244	657
1245	2216
1246	2393
1247	2022
1248	1568
1249	1795
1250	369
1251	2234
1252	2407
1253	2033
1254	1574
1255	1809
1256	371
1257	2253
1258	2421
1259	2043
1260	1581
1261	1824
1262	374
1263	2273
1264	2435
1265	2055
1266	1589
1267	1840
1268	377
1269	710
1270	2297
1271	2453
1272	2068
1273	1598
1274	1859
1275	381
1276	728
1277	2322
1278	2472
1279	2083
1280	1608
1281	1879
1282	386
1283	2344
1284	2488
1285	2096
1286	1618
1287	1896
1288	390
1289	765
1290	2371
1291	2508
1292	2111
1293	1629
1294	1630
1295	1921
1296	396
1297	788
1298	2402
1299	2531
1300	2129
1301	1642
1302	1943
1303	402
1304	2426
1305	2548
1306	2143
1307	1652
